Date,SR ID,Route Name,Shop Name,Visit Start,Visit End,GPS Status,Product Category,SKU Name,Qty (Pcs),Unit Price,Total Val,Stock in Shop,Order Status,Payment Mode,Shop ID,Order ID,Distributor Name,Latitude,Longitude,Return Order,SR Daily Target
30-Mar-26,SR-129,Mirpur-10,Hasan Traders,11:24:10,11:47:35,Not Matched,Household,RFL Laundry Basket,21,455,9555,30,Cancelled,bKash,SHOP-1990,ORD-801688,Dhaka North Depot,23.8067,90.3687,No,50000
08-Mar-26,SR-149,Chittagong,Karim Store,13:01:47,13:14:20,Matched,Furniture,RFL Wardrobe,19,3614,68666,28,Pending,Nagad,SHOP-2082,ORD-275939,Narayanganj Hub,22.3569,91.7832,No,60000
25-Mar-26,SR-127,Mirpur-1,Maa Enterprise,13:51:32,14:13:00,Matched,Plastics,RFL 20L Bucket,12,5967,71604,48,Confirmed,Nagad,SHOP-4915,ORD-592222,Dhaka North Depot,23.8041,90.3556,No,60000
18-Mar-26,SR-89,Mirpur-10,Tanzim Traders,10:16:22,10:32:33,Matched,Plastics,RFL 20L Bucket,12,3630,43560,48,Confirmed,Nagad,SHOP-8521,ORD-542476,Dhaka South Depot,23.8067,90.3687,No,40000
28-Mar-26,SR-62,Chittagong,Bismillah Store,13:42:10,13:54:46,Matched,Household,RFL Dustbin,1,5886,5886,53,Cancelled,Credit,SHOP-9554,ORD-842710,Narayanganj Hub,22.3569,91.7832,No,40000
03-Mar-26,SR-103,Narayanganj,Brothers Store,12:06:22,12:16:09,Weak,Kitchenware,RFL Food Carrier,7,2552,17864,43,Pending,bKash,SHOP-2595,ORD-945731,Narayanganj Hub,23.6238,90.5,No,40000
13-Mar-26,SR-107,Gazipur,City General Store,09:03:40,09:18:28,Matched,Electronics,Vision LED TV 32,25,5550,138750,4,Confirmed,Cash,SHOP-1147,ORD-677906,Gazipur Distributor,24.0023,90.4264,Yes,60000
05-Mar-26,SR-106,Mirpur-1,Brothers Store,09:49:07,09:57:53,Matched,Kitchenware,RFL Food Carrier,3,1756,5268,44,Confirmed,Nagad,SHOP-7847,ORD-732090,Dhaka South Depot,23.8041,90.3556,No,60000
26-Mar-26,SR-61,Mohammadpur,Azad Store,13:13:10,13:24:22,Matched,Electronics,Vision Fan,11,765,8415,54,Confirmed,Nagad,SHOP-4227,ORD-697115,Dhaka North Depot,23.757,90.358,No,60000
28-Mar-26,SR-102,Savar,Rahman Traders,16:17:15,16:26:19,Matched,Kitchenware,RFL Rice Container,11,3976,43736,38,Confirmed,Credit,SHOP-1753,ORD-876772,Gazipur Distributor,23.8583,90.2667,No,50000
19-Mar-26,SR-43,Mirpur-10,Al Madina Shop,16:51:50,17:05:59,Matched,Furniture,RFL Wardrobe,10,4276,42760,32,Confirmed,Credit,SHOP-8276,ORD-968786,Gazipur Distributor,23.8067,90.3687,No,50000
23-Mar-26,SR-106,Mohammadpur,Bismillah Store,13:36:06,13:54:50,Matched,Kitchenware,RFL Spice Box,13,2877,37401,5,Pending,Nagad,SHOP-6213,ORD-992120,Dhaka South Depot,23.757,90.358,No,40000
16-Mar-26,SR-105,Uttara-3,Azad Store,11:33:03,11:38:06,Matched,Furniture,RFL Wardrobe,6,2814,16884,4,Cancelled,Credit,SHOP-4511,ORD-249522,Dhaka South Depot,23.8759,90.3795,No,30000
03-Mar-26,SR-1,Narayanganj,New Market Traders,14:32:33,14:38:35,Matched,Electronics,Vision LED TV 43,1,2633,2633,56,Pending,Nagad,SHOP-8592,ORD-398068,Gazipur Distributor,23.6238,90.5,No,30000
16-Mar-26,SR-27,Mirpur-1,Maa Enterprise,09:35:23,09:54:26,Matched,Kitchenware,RFL Food Carrier,24,4251,102024,22,Pending,bKash,SHOP-5160,ORD-921369,Gazipur Distributor,23.8041,90.3556,No,60000
18-Mar-26,SR-19,Chittagong,Rahman Traders,16:49:26,16:58:08,Not Matched,Electronics,Vision LED TV 32,4,1758,7032,37,Pending,Cash,SHOP-5842,ORD-421291,Chittagong Depot,22.3569,91.7832,No,40000
17-Mar-26,SR-33,Mirpur-1,Bismillah Store,11:54:41,12:19:54,Not Matched,Electronics,Vision Fan,2,2317,4634,26,Confirmed,bKash,SHOP-7369,ORD-587577,Gazipur Distributor,23.8041,90.3556,No,30000
25-Mar-26,SR-117,Chittagong,Omar Store,10:56:36,11:13:14,Matched,Furniture,RFL Plastic Table,17,3058,51986,51,Confirmed,Cash,SHOP-1780,ORD-392663,Dhaka South Depot,22.3569,91.7832,No,40000
09-Mar-26,SR-142,Mirpur-10,City General Store,10:50:12,11:04:57,Matched,Furniture,RFL Wardrobe,8,5313,42504,23,Confirmed,Credit,SHOP-9883,ORD-962241,Narayanganj Hub,23.8067,90.3687,No,50000
17-Mar-26,SR-57,Uttara-3,Azad Store,12:12:26,12:27:59,Matched,Kitchenware,RFL Rice Container,8,3314,26512,42,Pending,Credit,SHOP-3286,ORD-654524,Dhaka South Depot,23.8759,90.3795,No,30000
11-Mar-26,SR-59,Mirpur-1,Hasan Traders,13:37:41,13:51:28,Matched,Plastics,RFL Water Jug,2,1696,3392,9,Cancelled,Nagad,SHOP-7463,ORD-911608,Dhaka South Depot,23.8041,90.3556,No,30000
27-Mar-26,SR-75,Mirpur-1,Azad Store,15:24:19,15:36:47,Matched,Household,RFL Mop Set,16,5321,85136,43,Confirmed,bKash,SHOP-6618,ORD-482567,Dhaka South Depot,23.8041,90.3556,No,50000
15-Mar-26,SR-143,Savar,New Market Traders,09:25:49,09:36:34,Weak,Kitchenware,RFL Food Carrier,25,3767,94175,36,Confirmed,Cash,SHOP-6315,ORD-848308,Dhaka North Depot,23.8583,90.2667,No,40000
23-Mar-26,SR-40,Uttara-10,Hasan Traders,13:37:48,13:55:42,Not Matched,Kitchenware,RFL Spice Box,24,620,14880,15,Pending,bKash,SHOP-4758,ORD-489576,Chittagong Depot,23.8738,90.3984,No,60000
17-Mar-26,SR-74,Mirpur-10,Maa Enterprise,11:46:47,12:05:40,Matched,Household,RFL Mop Set,4,1267,5068,44,Confirmed,bKash,SHOP-5777,ORD-671294,Narayanganj Hub,23.8067,90.3687,No,50000
25-Mar-26,SR-125,Mirpur-10,Azad Store,14:38:59,15:01:38,Matched,Plastics,RFL Water Jug,11,445,4895,43,Confirmed,Credit,SHOP-9395,ORD-820005,Dhaka North Depot,23.8067,90.3687,No,40000
31-Mar-26,SR-12,Mirpur-1,Tanzim Traders,11:40:14,11:51:17,Weak,Kitchenware,RFL Food Carrier,11,3847,42317,2,Pending,Cash,SHOP-1574,ORD-576085,Dhaka North Depot,23.8041,90.3556,No,30000
06-Mar-26,SR-50,Mohammadpur,Al Madina Shop,10:37:01,10:44:05,Weak,Furniture,RFL Wardrobe,16,5480,87680,29,Confirmed,Credit,SHOP-4220,ORD-579866,Chittagong Depot,23.757,90.358,No,40000
09-Mar-26,SR-107,Uttara-10,Rahman Traders,15:50:21,16:06:50,Matched,Plastics,RFL Plastic Chair,7,3426,23982,7,Confirmed,Credit,SHOP-9098,ORD-981365,Dhaka North Depot,23.8738,90.3984,No,40000
18-Mar-26,SR-123,Dhanmondi,Amin Variety,09:09:09,09:32:02,Matched,Plastics,RFL Water Jug,9,438,3942,30,Confirmed,Cash,SHOP-6123,ORD-281423,Dhaka South Depot,23.7461,90.3742,No,40000
31-Mar-26,SR-140,Mirpur-1,Amin Variety,16:24:24,16:43:44,Matched,Electronics,Vision LED TV 32,9,5412,48708,52,Pending,Nagad,SHOP-3646,ORD-424104,Dhaka North Depot,23.8041,90.3556,No,40000
11-Mar-26,SR-6,Chittagong,Sadia Store,15:44:36,16:05:58,Matched,Plastics,RFL Water Jug,3,5950,17850,4,Confirmed,bKash,SHOP-4533,ORD-874935,Dhaka South Depot,22.3569,91.7832,No,60000
29-Mar-26,SR-23,Dhanmondi,Tanzim Traders,13:06:29,13:25:05,Matched,Household,RFL Laundry Basket,23,2736,62928,54,Confirmed,Cash,SHOP-5235,ORD-819461,Dhaka South Depot,23.7461,90.3742,Yes,40000
18-Mar-26,SR-75,Dhanmondi,Hasan Traders,12:12:42,12:17:51,Matched,Furniture,RFL Plastic Table,20,560,11200,26,Pending,bKash,SHOP-6631,ORD-450289,Narayanganj Hub,23.7461,90.3742,No,30000
11-Mar-26,SR-36,Uttara-10,Al Madina Shop,14:42:05,14:50:58,Matched,Kitchenware,RFL Food Carrier,9,3142,28278,13,Confirmed,Credit,SHOP-7692,ORD-454763,Narayanganj Hub,23.8738,90.3984,No,30000
02-Mar-26,SR-23,Mirpur-10,Azad Store,16:33:08,16:58:13,Matched,Kitchenware,RFL Rice Container,1,2726,2726,8,Pending,Cash,SHOP-6425,ORD-967645,Chittagong Depot,23.8067,90.3687,No,50000
22-Mar-26,SR-102,Uttara-3,Rahman Traders,09:05:19,09:29:02,Matched,Plastics,RFL 20L Bucket,2,3790,7580,29,Confirmed,Nagad,SHOP-6079,ORD-944131,Chittagong Depot,23.8759,90.3795,No,30000
30-Mar-26,SR-61,Uttara-10,Tanzim Traders,14:41:12,14:53:07,Matched,Household,RFL Mop Set,4,2315,9260,7,Cancelled,Cash,SHOP-1940,ORD-967688,Dhaka South Depot,23.8738,90.3984,No,40000
20-Mar-26,SR-69,Uttara-10,Omar Store,09:27:57,09:35:51,Weak,Plastics,RFL Storage Box,22,2549,56078,39,Confirmed,Nagad,SHOP-3310,ORD-536697,Chittagong Depot,23.8738,90.3984,No,30000
12-Mar-26,SR-47,Mirpur-1,Tanzim Traders,10:17:46,10:31:20,Weak,Plastics,RFL Plastic Chair,17,1051,17867,30,Confirmed,Nagad,SHOP-2420,ORD-609187,Chittagong Depot,23.8041,90.3556,No,60000
23-Mar-26,SR-95,Uttara-10,Tanzim Traders,13:27:44,13:45:27,Matched,Furniture,RFL Dining Table,17,5720,97240,5,Confirmed,Nagad,SHOP-1671,ORD-978594,Chittagong Depot,23.8738,90.3984,No,30000
15-Mar-26,SR-119,Uttara-3,Sadia Store,11:21:35,11:36:04,Matched,Furniture,RFL Dining Table,13,5999,77987,29,Confirmed,Nagad,SHOP-4406,ORD-937073,Dhaka South Depot,23.8759,90.3795,Yes,50000
06-Mar-26,SR-72,Dhanmondi,Omar Store,12:27:42,12:41:19,Not Matched,Electronics,Vision LED TV 43,9,2421,21789,7,Pending,bKash,SHOP-6759,ORD-143268,Dhaka North Depot,23.7461,90.3742,No,40000
01-Mar-26,SR-108,Mirpur-1,Azad Store,16:54:28,17:20:10,Matched,Furniture,RFL Wardrobe,6,2429,14574,1,Cancelled,Nagad,SHOP-3256,ORD-165357,Gazipur Distributor,23.8041,90.3556,No,60000
12-Mar-26,SR-8,Gazipur,Amin Variety,16:03:26,16:17:10,Matched,Electronics,Vision LED TV 32,22,3492,76824,15,Confirmed,Credit,SHOP-3945,ORD-319424,Dhaka South Depot,24.0023,90.4264,Yes,60000
31-Mar-26,SR-88,Dhanmondi,Maa Enterprise,15:23:43,15:41:20,Matched,Furniture,RFL Dining Table,2,4317,8634,19,Confirmed,bKash,SHOP-9375,ORD-264039,Dhaka South Depot,23.7461,90.3742,Yes,50000
16-Mar-26,SR-20,Narayanganj,Azad Store,15:51:12,16:00:33,Matched,Furniture,RFL Plastic Table,24,4636,111264,1,Pending,Cash,SHOP-6877,ORD-646997,Dhaka South Depot,23.6238,90.5,No,40000
26-Mar-26,SR-87,Mirpur-1,New Market Traders,16:20:41,16:43:53,Matched,Household,RFL Laundry Basket,9,3623,32607,4,Cancelled,Nagad,SHOP-9888,ORD-174118,Dhaka North Depot,23.8041,90.3556,No,30000
01-Mar-26,SR-102,Narayanganj,Azad Store,10:30:50,10:46:13,Not Matched,Plastics,RFL Storage Box,22,3550,78100,15,Pending,Cash,SHOP-3132,ORD-324036,Dhaka North Depot,23.6238,90.5,No,50000
04-Mar-26,SR-52,Savar,City General Store,10:29:27,10:46:48,Matched,Furniture,RFL Plastic Table,13,2821,36673,31,Confirmed,Nagad,SHOP-4404,ORD-968173,Dhaka North Depot,23.8583,90.2667,No,60000
27-Mar-26,SR-23,Uttara-3,Amin Variety,16:10:11,16:35:25,Matched,Electronics,Vision Fan,21,1172,24612,56,Confirmed,Nagad,SHOP-5824,ORD-118170,Gazipur Distributor,23.8759,90.3795,No,40000
03-Mar-26,SR-148,Mirpur-1,Karim Store,14:02:41,14:15:09,Not Matched,Household,RFL Dustbin,25,1484,37100,44,Confirmed,Credit,SHOP-5214,ORD-744473,Chittagong Depot,23.8041,90.3556,No,60000
02-Mar-26,SR-2,Chittagong,New Market Traders,15:11:05,15:25:25,Matched,Plastics,RFL 20L Bucket,18,1287,23166,28,Confirmed,Credit,SHOP-6895,ORD-926571,Dhaka North Depot,22.3569,91.7832,No,30000
25-Mar-26,SR-112,Uttara-3,Bismillah Store,15:01:01,15:10:54,Matched,Furniture,RFL Wardrobe,11,4020,44220,26,Confirmed,Cash,SHOP-2812,ORD-438376,Chittagong Depot,23.8759,90.3795,No,40000
20-Mar-26,SR-68,Gazipur,Amin Variety,15:06:23,15:19:23,Matched,Household,RFL Dustbin,13,5974,77662,1,Confirmed,Credit,SHOP-6911,ORD-344553,Chittagong Depot,24.0023,90.4264,Yes,50000
21-Mar-26,SR-102,Dhanmondi,Tanzim Traders,11:03:59,11:09:54,Matched,Electronics,Vision Fan,17,2065,35105,48,Pending,Nagad,SHOP-2836,ORD-360698,Dhaka North Depot,23.7461,90.3742,No,60000
09-Mar-26,SR-49,Mirpur-1,City General Store,13:19:05,13:25:19,Matched,Household,RFL Mop Set,18,5735,103230,37,Confirmed,Credit,SHOP-4220,ORD-949891,Dhaka North Depot,23.8041,90.3556,No,30000
17-Mar-26,SR-107,Uttara-10,Azad Store,11:29:27,11:49:50,Matched,Kitchenware,RFL Food Carrier,22,4976,109472,2,Confirmed,Cash,SHOP-5815,ORD-284574,Chittagong Depot,23.8738,90.3984,No,50000
23-Mar-26,SR-130,Narayanganj,Brothers Store,15:51:11,16:09:32,Matched,Furniture,RFL Dining Table,25,827,20675,56,Confirmed,Credit,SHOP-6299,ORD-711711,Gazipur Distributor,23.6238,90.5,No,30000
26-Mar-26,SR-110,Chittagong,Maa Enterprise,12:25:54,12:39:33,Matched,Electronics,Vision LED TV 43,3,4100,12300,18,Pending,bKash,SHOP-8019,ORD-853829,Narayanganj Hub,22.3569,91.7832,No,50000
19-Mar-26,SR-1,Mirpur-1,Hasan Traders,14:53:05,15:07:11,Matched,Furniture,RFL Dining Table,25,2571,64275,49,Confirmed,bKash,SHOP-1941,ORD-453392,Dhaka North Depot,23.8041,90.3556,No,40000
29-Mar-26,SR-55,Mirpur-10,Brothers Store,16:09:39,16:21:20,Matched,Household,RFL Laundry Basket,12,408,4896,42,Confirmed,bKash,SHOP-3535,ORD-101615,Chittagong Depot,23.8067,90.3687,No,50000
06-Mar-26,SR-129,Savar,New Market Traders,11:51:41,12:03:44,Matched,Plastics,RFL Storage Box,13,5159,67067,43,Confirmed,Cash,SHOP-6116,ORD-590846,Narayanganj Hub,23.8583,90.2667,No,60000
31-Mar-26,SR-65,Mohammadpur,Karim Store,16:11:32,16:18:02,Matched,Household,RFL Dustbin,4,5898,23592,10,Confirmed,bKash,SHOP-1701,ORD-272385,Narayanganj Hub,23.757,90.358,No,60000
10-Mar-26,SR-137,Mirpur-10,Bismillah Store,12:11:14,12:24:06,Matched,Electronics,Vision LED TV 32,5,1146,5730,22,Confirmed,Cash,SHOP-6233,ORD-918488,Gazipur Distributor,23.8067,90.3687,No,60000
10-Mar-26,SR-89,Savar,Bismillah Store,12:25:25,12:46:01,Not Matched,Kitchenware,RFL Spice Box,3,4829,14487,48,Pending,Credit,SHOP-4487,ORD-299211,Gazipur Distributor,23.8583,90.2667,No,60000
30-Mar-26,SR-43,Savar,Amin Variety,14:59:18,15:10:43,Matched,Furniture,RFL Wardrobe,21,2441,51261,34,Pending,Nagad,SHOP-9923,ORD-633202,Chittagong Depot,23.8583,90.2667,No,50000
30-Mar-26,SR-45,Chittagong,Sadia Store,10:19:21,10:28:23,Matched,Household,RFL Mop Set,9,2689,24201,45,Confirmed,Nagad,SHOP-2205,ORD-171032,Dhaka North Depot,22.3569,91.7832,No,30000
07-Mar-26,SR-101,Uttara-10,Tanzim Traders,12:33:59,12:59:28,Matched,Kitchenware,RFL Spice Box,9,2064,18576,45,Pending,bKash,SHOP-4844,ORD-280690,Gazipur Distributor,23.8738,90.3984,No,60000
17-Mar-26,SR-149,Mohammadpur,City General Store,10:27:10,10:41:25,Matched,Electronics,Vision LED TV 43,13,5917,76921,9,Confirmed,Cash,SHOP-2493,ORD-618323,Dhaka South Depot,23.757,90.358,No,50000
20-Mar-26,SR-11,Mirpur-1,Hasan Traders,10:21:37,10:36:50,Matched,Kitchenware,RFL Food Carrier,10,4758,47580,50,Confirmed,Credit,SHOP-4734,ORD-620429,Dhaka North Depot,23.8041,90.3556,No,30000
09-Mar-26,SR-113,Narayanganj,Azad Store,09:06:10,09:21:41,Weak,Household,RFL Laundry Basket,19,5564,105716,32,Confirmed,bKash,SHOP-1815,ORD-952206,Dhaka North Depot,23.6238,90.5,No,40000
31-Mar-26,SR-88,Chittagong,Azad Store,10:12:05,10:24:59,Weak,Electronics,Vision Fan,16,3898,62368,22,Confirmed,Nagad,SHOP-3167,ORD-732840,Narayanganj Hub,22.3569,91.7832,No,60000
24-Mar-26,SR-105,Narayanganj,Green Valley Shop,10:08:45,10:28:50,Matched,Furniture,RFL Dining Table,8,4644,37152,49,Pending,bKash,SHOP-8488,ORD-266989,Chittagong Depot,23.6238,90.5,No,50000
09-Mar-26,SR-93,Narayanganj,Al Madina Shop,12:20:07,12:43:21,Matched,Furniture,RFL Dining Table,15,1333,19995,23,Pending,bKash,SHOP-7496,ORD-503745,Chittagong Depot,23.6238,90.5,No,40000
12-Mar-26,SR-80,Uttara-10,Green Valley Shop,13:33:34,13:54:35,Matched,Kitchenware,RFL Rice Container,9,1925,17325,52,Pending,Credit,SHOP-9677,ORD-920097,Dhaka North Depot,23.8738,90.3984,No,30000
16-Mar-26,SR-107,Uttara-10,Green Valley Shop,12:52:15,13:13:28,Matched,Household,RFL Mop Set,20,5864,117280,44,Confirmed,Credit,SHOP-8712,ORD-741984,Dhaka North Depot,23.8738,90.3984,No,60000
17-Mar-26,SR-104,Narayanganj,Omar Store,12:19:21,12:43:38,Matched,Furniture,RFL Dining Table,9,5890,53010,30,Confirmed,Cash,SHOP-8701,ORD-638092,Dhaka North Depot,23.6238,90.5,No,60000
18-Mar-26,SR-36,Uttara-3,Hasan Traders,16:30:54,16:48:06,Matched,Household,RFL Mop Set,10,509,5090,14,Confirmed,bKash,SHOP-7343,ORD-553587,Chittagong Depot,23.8759,90.3795,No,60000
06-Mar-26,SR-70,Uttara-10,Amin Variety,10:11:33,10:35:35,Weak,Kitchenware,RFL Food Carrier,6,1371,8226,34,Confirmed,Nagad,SHOP-9396,ORD-862397,Narayanganj Hub,23.8738,90.3984,No,60000
08-Mar-26,SR-60,Mirpur-1,Tanzim Traders,12:49:26,13:15:14,Matched,Household,RFL Laundry Basket,22,2956,65032,32,Confirmed,Credit,SHOP-7629,ORD-278590,Narayanganj Hub,23.8041,90.3556,No,50000
21-Mar-26,SR-15,Chittagong,Al Madina Shop,10:08:44,10:22:47,Matched,Electronics,Vision Fan,20,4551,91020,60,Confirmed,Cash,SHOP-4014,ORD-932385,Dhaka South Depot,22.3569,91.7832,Yes,50000
04-Mar-26,SR-123,Uttara-10,Brothers Store,10:41:19,10:59:02,Matched,Furniture,RFL Wardrobe,6,5630,33780,21,Confirmed,Nagad,SHOP-5495,ORD-241716,Dhaka South Depot,23.8738,90.3984,No,40000
28-Mar-26,SR-127,Gazipur,Azad Store,13:02:33,13:15:20,Matched,Electronics,Vision LED TV 43,3,5432,16296,29,Confirmed,Credit,SHOP-5384,ORD-854351,Dhaka North Depot,24.0023,90.4264,No,40000
24-Mar-26,SR-17,Narayanganj,Karim Store,10:19:08,10:26:09,Matched,Furniture,RFL Dining Table,9,743,6687,38,Pending,Cash,SHOP-5826,ORD-724477,Narayanganj Hub,23.6238,90.5,No,50000
22-Mar-26,SR-127,Gazipur,Green Valley Shop,10:15:44,10:24:46,Weak,Kitchenware,RFL Spice Box,15,3240,48600,53,Cancelled,Nagad,SHOP-4933,ORD-346680,Gazipur Distributor,24.0023,90.4264,No,30000
15-Mar-26,SR-4,Chittagong,Maa Enterprise,16:48:36,17:09:50,Matched,Kitchenware,RFL Rice Container,4,4627,18508,60,Cancelled,Nagad,SHOP-4556,ORD-769239,Chittagong Depot,22.3569,91.7832,No,50000
07-Mar-26,SR-29,Mirpur-10,Green Valley Shop,16:56:11,17:20:53,Matched,Household,RFL Laundry Basket,25,3874,96850,21,Pending,Nagad,SHOP-6078,ORD-845068,Narayanganj Hub,23.8067,90.3687,No,30000
19-Mar-26,SR-1,Uttara-3,Green Valley Shop,11:49:47,12:07:27,Matched,Furniture,RFL Dining Table,5,3810,19050,59,Confirmed,Nagad,SHOP-7226,ORD-838034,Gazipur Distributor,23.8759,90.3795,Yes,30000
15-Mar-26,SR-123,Uttara-3,Sadia Store,12:45:19,13:03:50,Matched,Plastics,RFL Plastic Chair,14,5514,77196,19,Pending,Cash,SHOP-5794,ORD-652982,Chittagong Depot,23.8759,90.3795,No,50000
10-Mar-26,SR-123,Mohammadpur,New Market Traders,10:54:20,11:19:56,Not Matched,Furniture,RFL Wardrobe,4,3909,15636,7,Cancelled,Cash,SHOP-8681,ORD-332166,Narayanganj Hub,23.757,90.358,No,30000
15-Mar-26,SR-104,Savar,Al Madina Shop,16:07:06,16:31:34,Matched,Electronics,Vision LED TV 43,22,3428,75416,39,Confirmed,Cash,SHOP-4607,ORD-912755,Chittagong Depot,23.8583,90.2667,Yes,50000
27-Mar-26,SR-113,Gazipur,New Market Traders,09:10:07,09:32:53,Matched,Household,RFL Laundry Basket,3,5816,17448,41,Confirmed,bKash,SHOP-9627,ORD-360165,Dhaka South Depot,24.0023,90.4264,No,60000
16-Mar-26,SR-146,Dhanmondi,Maa Enterprise,15:11:59,15:33:13,Not Matched,Electronics,Vision Fan,19,2436,46284,34,Confirmed,Nagad,SHOP-8036,ORD-995828,Dhaka North Depot,23.7461,90.3742,No,40000
25-Mar-26,SR-135,Chittagong,Green Valley Shop,15:54:05,15:59:32,Matched,Electronics,Vision Fan,1,1585,1585,34,Confirmed,Credit,SHOP-2838,ORD-259570,Narayanganj Hub,22.3569,91.7832,No,50000
17-Mar-26,SR-56,Chittagong,New Market Traders,10:50:43,11:05:00,Matched,Household,RFL Dustbin,19,2870,54530,37,Confirmed,Cash,SHOP-8671,ORD-919065,Dhaka North Depot,22.3569,91.7832,No,60000
19-Mar-26,SR-4,Dhanmondi,City General Store,11:16:46,11:26:32,Matched,Household,RFL Dustbin,20,1969,39380,25,Confirmed,Credit,SHOP-4897,ORD-245290,Narayanganj Hub,23.7461,90.3742,No,40000
27-Mar-26,SR-91,Uttara-10,Al Madina Shop,16:27:33,16:36:32,Weak,Plastics,RFL Storage Box,8,1807,14456,18,Confirmed,bKash,SHOP-4990,ORD-144802,Gazipur Distributor,23.8738,90.3984,No,50000
08-Mar-26,SR-149,Mohammadpur,Karim Store,16:47:45,17:08:05,Matched,Plastics,RFL Plastic Chair,2,3704,7408,0,Confirmed,Cash,SHOP-4501,ORD-795573,Dhaka North Depot,23.757,90.358,No,30000
20-Mar-26,SR-132,Savar,New Market Traders,13:32:59,13:52:35,Matched,Kitchenware,RFL Rice Container,3,3154,9462,43,Confirmed,bKash,SHOP-6327,ORD-245730,Chittagong Depot,23.8583,90.2667,No,30000
12-Mar-26,SR-90,Mirpur-10,Amin Variety,11:01:20,11:21:47,Matched,Kitchenware,RFL Food Carrier,10,2004,20040,17,Confirmed,bKash,SHOP-7954,ORD-993738,Narayanganj Hub,23.8067,90.3687,No,40000
07-Mar-26,SR-39,Uttara-10,Azad Store,15:57:10,16:09:07,Matched,Electronics,Vision LED TV 32,8,2403,19224,14,Confirmed,Credit,SHOP-5786,ORD-319818,Dhaka South Depot,23.8738,90.3984,No,40000
20-Mar-26,SR-52,Gazipur,Tanzim Traders,10:35:19,10:50:17,Matched,Household,RFL Mop Set,19,2840,53960,28,Pending,Credit,SHOP-2889,ORD-291279,Dhaka South Depot,24.0023,90.4264,No,50000
23-Mar-26,SR-106,Narayanganj,Sadia Store,15:42:45,16:04:42,Matched,Furniture,RFL Dining Table,18,3298,59364,32,Confirmed,Nagad,SHOP-3940,ORD-992170,Narayanganj Hub,23.6238,90.5,No,60000
10-Mar-26,SR-25,Gazipur,Rahman Traders,15:42:19,15:48:35,Matched,Kitchenware,RFL Rice Container,1,4358,4358,47,Confirmed,Nagad,SHOP-2342,ORD-337926,Narayanganj Hub,24.0023,90.4264,No,30000
12-Mar-26,SR-120,Mirpur-10,Amin Variety,16:19:39,16:25:02,Matched,Electronics,Vision LED TV 32,21,693,14553,38,Confirmed,Nagad,SHOP-4959,ORD-557868,Gazipur Distributor,23.8067,90.3687,No,60000
23-Mar-26,SR-134,Chittagong,Hasan Traders,14:16:58,14:24:07,Matched,Furniture,RFL Plastic Table,21,3673,77133,18,Cancelled,Cash,SHOP-9494,ORD-430172,Narayanganj Hub,22.3569,91.7832,No,40000
04-Mar-26,SR-26,Gazipur,Karim Store,16:13:57,16:35:33,Matched,Plastics,RFL Plastic Chair,17,261,4437,37,Confirmed,Nagad,SHOP-2075,ORD-172490,Narayanganj Hub,24.0023,90.4264,No,40000
12-Mar-26,SR-90,Gazipur,Tanzim Traders,11:31:17,11:44:28,Weak,Electronics,Vision LED TV 43,20,5782,115640,47,Confirmed,Nagad,SHOP-5327,ORD-311660,Chittagong Depot,24.0023,90.4264,Yes,40000
17-Mar-26,SR-63,Gazipur,Sadia Store,16:48:02,17:07:45,Matched,Kitchenware,RFL Spice Box,23,295,6785,51,Cancelled,Cash,SHOP-4717,ORD-847863,Dhaka North Depot,24.0023,90.4264,No,60000
17-Mar-26,SR-37,Dhanmondi,City General Store,15:45:11,16:08:27,Matched,Household,RFL Laundry Basket,25,2073,51825,51,Cancelled,bKash,SHOP-9065,ORD-166991,Dhaka South Depot,23.7461,90.3742,No,30000
17-Mar-26,SR-14,Dhanmondi,Sadia Store,09:59:39,10:23:25,Matched,Electronics,Vision LED TV 43,8,257,2056,22,Confirmed,Credit,SHOP-9171,ORD-824747,Dhaka South Depot,23.7461,90.3742,No,30000
13-Mar-26,SR-18,Gazipur,New Market Traders,16:15:21,16:39:08,Matched,Plastics,RFL Water Jug,3,1216,3648,28,Pending,Cash,SHOP-4555,ORD-822883,Dhaka North Depot,24.0023,90.4264,No,30000
10-Mar-26,SR-19,Savar,Bismillah Store,15:34:33,15:48:16,Not Matched,Household,RFL Mop Set,23,5192,119416,0,Confirmed,Credit,SHOP-7353,ORD-358961,Dhaka North Depot,23.8583,90.2667,No,50000
01-Mar-26,SR-116,Savar,Omar Store,12:49:45,12:58:33,Weak,Electronics,Vision LED TV 43,13,2531,32903,27,Confirmed,Cash,SHOP-7197,ORD-180349,Dhaka South Depot,23.8583,90.2667,No,30000
08-Mar-26,SR-90,Savar,Karim Store,10:12:26,10:30:49,Weak,Household,RFL Dustbin,1,737,737,48,Confirmed,Nagad,SHOP-2090,ORD-240194,Dhaka South Depot,23.8583,90.2667,No,50000
01-Mar-26,SR-106,Mohammadpur,Sadia Store,13:06:45,13:16:08,Matched,Household,RFL Laundry Basket,10,2184,21840,28,Confirmed,Nagad,SHOP-9987,ORD-264134,Narayanganj Hub,23.757,90.358,No,60000
19-Mar-26,SR-4,Mohammadpur,Azad Store,15:24:14,15:35:17,Matched,Electronics,Vision Fan,20,5881,117620,42,Pending,bKash,SHOP-8429,ORD-428831,Dhaka North Depot,23.757,90.358,No,40000
